NAME,HEIGHT,WEIGHT,REACH,STANCE,DOB,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
Pete Spratt,1.7526,170.0,72.0,Orthodox,1971.0,1.63,48.0,1.33,55.0,0.3,100.0,46.0,0.3
Bobby Stack,1.7526,155.0,72.0,Orthodox,1984.0,1.0,20.0,2.89,34.0,7.48,45.0,100.0,0.0
Andreas Stahl,1.8034,170.0,72.0,Orthodox,1988.0,2.83,37.0,4.74,57.0,1.55,66.0,80.0,0.0
Ron Stallings,1.8796,170.0,75.0,Southpaw,1983.0,3.22,60.0,3.26,51.0,0.0,0.0,71.0,0.0
Cristina Stanciu,1.6001999999999998,115.0,72.0,Orthodox,1994.0,2.5,50.0,3.07,52.0,0.85,100.0,40.0,1.7
Cody Stamann,1.6764,145.0,64.0,Orthodox,1989.0,4.14,48.0,3.18,63.0,3.03,46.0,80.0,0.0
Josh Stansbury,1.8796,205.0,74.0,Orthodox,1984.0,3.22,54.0,3.54,54.0,0.0,0.0,87.0,1.0
Brian Stann,1.8542,205.0,74.0,Orthodox,1980.0,3.28,42.0,2.65,59.0,0.12,12.0,60.0,0.3
Dion Staring,1.8542,235.0,72.0,Orthodox,1978.0,1.09,37.0,5.0,47.0,0.0,0.0,33.0,0.0
Clifford Starks,1.8288,185.0,78.0,Orthodox,1981.0,1.94,33.0,2.49,58.0,1.94,100.0,60.0,0.0
Kalib Starnes,1.905,185.0,74.0,Orthodox,1975.0,2.71,48.0,4.43,53.0,1.46,33.0,25.0,0.6
Damian Stasiak,1.651,135.0,70.0,Orthodox,1990.0,1.86,36.0,3.1,52.0,2.64,35.0,43.0,0.6
Dominique Steele,1.778,170.0,74.0,Orthodox,1988.0,2.32,49.0,2.42,50.0,2.95,42.0,76.0,0.0
Laureano Staropoli,1.8542,170.0,71.0,Orthodox,1993.0,4.4,34.0,4.58,53.0,0.25,20.0,57.0,0.0
Ricky Steele,1.7526,135.0,74.0,Orthodox,1988.0,4.07,70.0,2.93,50.0,0.0,0.0,91.0,0.0
Steve Steinbeiss,1.905,185.0,75.0,Orthodox,1981.0,3.92,55.0,1.86,49.0,0.44,50.0,58.0,0.0
Aljamain Sterling,1.7018,135.0,71.0,Orthodox,1989.0,4.82,50.0,1.94,66.0,1.89,29.0,51.0,1.0
Joe Stevenson,1.7018,145.0,70.0,Orthodox,1982.0,2.05,44.0,2.44,60.0,2.75,44.0,39.0,2.2
Maia Stevenson,1.6256,115.0,62.0,Orthodox,1982.0,1.57,54.0,3.13,33.0,3.91,100.0,50.0,0.0
Luke Stewart,1.8034,170.0,72.0,Orthodox,1984.0,3.75,56.0,2.34,53.0,3.75,33.0,50.0,1.9
Jeremy Stephens,1.7526,145.0,71.0,Orthodox,1986.0,3.18,40.0,3.06,58.0,1.16,38.0,65.0,0.4
Kyle Stewart,1.8288,170.0,76.0,Orthodox,1989.0,1.41,35.0,2.42,43.0,1.32,20.0,60.0,0.0
Alex Stiebling,1.8796,205.0,72.0,Southpaw,1984.0,1.77,42.0,1.45,52.0,0.35,66.0,66.0,0.7
Darren Stewart,1.8288,185.0,74.0,Orthodox,1990.0,3.08,44.0,2.82,52.0,1.56,40.0,66.0,0.1
Dan Stittgen,1.8542,170.0,72.0,Orthodox,1980.0,2.97,46.0,4.42,37.0,0.78,100.0,100.0,0.0
Tyler Stinson,1.905,170.0,72.0,Orthodox,1986.0,2.8,23.0,4.6,56.0,0.5,100.0,0.0,0.5
Dustin Stoltzfus,1.8288,185.0,75.0,Orthodox,1991.0,2.48,57.0,3.93,48.0,0.78,12.0,62.0,0.8
Niklas Stolze,1.8542,170.0,74.0,Switch,1992.0,2.0,41.0,1.93,56.0,1.0,100.0,66.0,0.0
Denis Stojnic,1.8288,245.0,72.0,Orthodox,1980.0,1.51,23.0,6.06,36.0,0.0,0.0,80.0,1.0
Julija Stoliarenko,1.7018,135.0,66.0,Orthodox,1993.0,2.1,34.0,3.87,50.0,0.0,0.0,66.0,0.5
Ken Stone,1.7271999999999998,135.0,71.0,Southpaw,1982.0,3.85,49.0,2.9,48.0,1.24,33.0,60.0,0.6
Rick Story,1.7526,170.0,71.0,Southpaw,1984.0,3.8,41.0,2.17,62.0,2.53,48.0,63.0,0.9
Darko Stosic,1.8288,205.0,76.0,Orthodox,1992.0,2.61,45.0,4.04,58.0,3.42,50.0,83.0,0.0
Curtis Stout,1.8542,185.0,72.0,Southpaw,1973.0,0.69,67.0,3.2,29.0,0.0,0.0,20.0,0.0
Dave Strasser,1.778,170.0,72.0,Orthodox,1969.0,3.04,45.0,1.88,59.0,0.72,33.0,33.0,0.0
Sam Stout,1.7526,155.0,70.0,Orthodox,1984.0,4.17,28.0,4.08,57.0,0.63,38.0,77.0,0.1
Daniel Straus,1.7018,145.0,71.0,Orthodox,1984.0,4.76,43.0,2.99,57.0,0.84,15.0,81.0,1.1
Sean Strickland,1.8542,185.0,76.0,Orthodox,1991.0,5.09,38.0,3.77,66.0,1.26,60.0,81.0,0.4
Hans Stringer,1.905,205.0,72.0,Orthodox,1987.0,3.16,61.0,2.84,41.0,2.4,36.0,62.0,0.0
Mike Stumpf,1.778,170.0,72.0,Orthodox,1986.0,3.34,43.0,8.85,47.0,1.59,25.0,33.0,0.8
Stefan Struve,1.8542,265.0,84.0,Orthodox,1988.0,3.12,47.0,4.04,46.0,0.56,46.0,55.0,1.7
Tatiana Suarez,1.651,115.0,66.0,Southpaw,1990.0,4.82,65.0,1.45,48.0,6.47,62.0,100.0,0.6
Genki Sudo,1.7526,155.0,72.0,Orthodox,1978.0,1.55,39.0,2.23,33.0,3.58,60.0,50.0,4.2
Takashi Sugiura,1.8034,225.0,72.0,Southpaw,1970.0,1.37,40.0,2.08,53.0,1.33,66.0,0.0,0.0
George Sullivan,1.8288,170.0,73.0,Orthodox,1981.0,3.53,39.0,2.42,57.0,1.37,20.0,38.0,0.7
Naho Sugiyuma,1.5494,105.0,72.0,Orthodox,1978.0,2.59,48.0,2.45,71.0,2.05,100.0,66.0,0.0
Amar Suloev,1.7526,183.0,72.0,Orthodox,1976.0,1.98,37.0,2.19,70.0,0.27,100.0,88.0,0.3
Justin Sumter,1.8796,185.0,80.0,Southpaw,1989.0,2.68,48.0,7.64,34.0,2.87,100.0,0.0,0.0
Daniel Swain,1.7526,145.0,70.0,Orthodox,1991.0,0.8,44.0,3.2,40.0,0.0,0.0,0.0,6.0
Cub Swanson,1.7271999999999998,145.0,70.0,Orthodox,1983.0,4.64,50.0,3.64,60.0,1.09,51.0,60.0,0.5
Floyd Sword,1.8288,185.0,72.0,Orthodox,1976.0,0.78,42.0,1.57,40.0,0.0,0.0,33.0,0.0
Bentley Syler,1.6256,125.0,72.0,Orthodox,1982.0,1.3,18.0,1.73,79.0,0.0,0.0,75.0,0.0
Mike Swick,1.8542,170.0,77.0,Orthodox,1979.0,2.36,37.0,2.29,54.0,1.06,50.0,61.0,0.6
Kevin Syler,1.7526,155.0,71.0,Switch,1993.0,5.6,69.0,4.03,48.0,1.0,40.0,77.0,2.0
Tim Sylvia,2.032,265.0,80.0,Orthodox,1976.0,4.23,41.0,2.61,61.0,0.11,100.0,75.0,0.1
Khalid Taha,1.651,135.0,69.0,Orthodox,1992.0,2.86,35.0,4.26,43.0,0.0,0.0,61.0,0.3
Joe Taimanglo,1.6256,135.0,72.0,Orthodox,1984.0,4.18,42.0,4.55,59.0,5.45,40.0,100.0,1.4
Daiju Takase,1.8288,170.0,72.0,Southpaw,1978.0,0.49,30.0,1.64,47.0,0.84,17.0,21.0,1.2
Nobuhiko Takada,1.8288,220.0,72.0,Southpaw,1962.0,0.31,24.0,1.92,39.0,1.15,20.0,0.0,0.0
Mairbek Taisumov,1.7526,155.0,73.0,Orthodox,1988.0,2.98,39.0,3.03,64.0,1.34,63.0,88.0,0.0
Hiroyuki Takaya,1.6764,139.0,72.0,Orthodox,1977.0,3.18,33.0,3.16,60.0,0.9,45.0,66.0,0.0
Yoshiki Takahashi,1.8034,199.0,72.0,Southpaw,1969.0,2.26,51.0,6.47,44.0,0.0,0.0,66.0,2.3
Yoshihiro Takayama,1.9558,280.0,72.0,Orthodox,1968.0,3.4,54.0,5.69,29.0,0.67,33.0,55.0,0.0
Makoto Takimoto,1.7018,205.0,72.0,Southpaw,1979.0,1.37,39.0,1.71,55.0,1.48,50.0,25.0,1.1
Nordine Taleb,1.8542,170.0,74.0,Orthodox,1981.0,3.66,51.0,2.62,66.0,1.94,76.0,73.0,0.0
Kiyoshi Tamura,1.8034,185.0,72.0,Southpaw,1969.0,2.44,53.0,1.44,60.0,0.58,60.0,45.0,0.2
Akitoshi Tamura,1.7526,135.0,70.0,Orthodox,1980.0,3.73,43.0,1.94,78.0,0.0,0.0,20.0,1.0
Issei Tamura,1.651,135.0,63.0,Orthodox,1984.0,1.89,53.0,4.58,44.0,0.92,25.0,33.0,0.0
Manny Tapia,1.651,135.0,67.0,Orthodox,1981.0,2.69,21.0,4.74,58.0,0.49,40.0,66.0,0.2
Evan Tanner,1.8288,185.0,74.0,Orthodox,1971.0,3.05,59.0,2.64,56.0,2.55,43.0,25.0,1.3
Michinori Tanaka,1.651,135.0,67.0,Orthodox,1990.0,1.97,37.0,1.99,50.0,2.4,38.0,43.0,0.2
Deividas Taurosevicius,1.7526,145.0,68.0,Southpaw,1977.0,2.13,43.0,1.82,59.0,2.0,28.0,50.0,0.3
Miesha Tate,1.6764,135.0,66.0,Orthodox,1986.0,1.93,41.0,2.71,50.0,2.06,31.0,52.0,1.6
Jesse Taylor,1.8288,170.0,73.0,Orthodox,1983.0,1.94,65.0,0.55,38.0,7.28,50.0,100.0,3.1
Paul Taylor,1.8288,155.0,72.0,Orthodox,1979.0,4.44,47.0,4.47,55.0,0.27,25.0,56.0,0.5
Thiago Tavares,1.7018,145.0,70.0,Orthodox,1984.0,2.0,40.0,2.31,62.0,3.83,42.0,62.0,1.5
Brad Tavares,1.8542,185.0,74.0,Orthodox,1987.0,3.0,40.0,2.76,55.0,1.03,27.0,77.0,0.0
Louis Taylor,1.8034,185.0,72.0,Orthodox,1979.0,2.06,32.0,1.24,68.0,2.48,28.0,100.0,0.0
Danielle Taylor,1.524,115.0,60.0,Orthodox,1989.0,2.75,29.0,3.31,71.0,0.2,20.0,70.0,0.2
John Teixeira,1.7018,145.0,72.0,Orthodox,1986.0,3.36,35.0,3.2,63.0,1.0,27.0,71.0,0.7
James Te Huna,1.8796,185.0,75.0,Orthodox,1981.0,4.04,51.0,2.99,62.0,2.75,37.0,58.0,0.2
Tra Telligman,1.8796,233.0,72.0,Orthodox,1965.0,1.83,35.0,3.02,56.0,0.87,100.0,80.0,0.0
Glover Teixeira,1.8796,205.0,76.0,Orthodox,1979.0,3.75,47.0,3.84,54.0,2.04,40.0,60.0,1.0
Taneisha Tennant,1.7018,145.0,70.0,Orthodox,1989.0,5.67,55.0,3.4,71.0,0.0,0.0,100.0,0.0
Dave Terrel,1.7271999999999998,170.0,72.0,Southpaw,1978.0,2.62,43.0,2.8,48.0,3.28,38.0,100.0,0.0
David Terrell,1.8542,185.0,72.0,Southpaw,1978.0,2.34,63.0,2.71,37.0,5.54,50.0,0.0,5.5
James Terry,1.778,170.0,72.0,Orthodox,1981.0,3.23,32.0,4.77,64.0,3.31,36.0,75.0,0.0
Motonobu Tezuka,1.7018,135.0,72.0,Southpaw,1987.0,0.87,23.0,2.8,51.0,1.5,11.0,0.0,0.5
Daniel Teymur,1.651,145.0,69.0,Orthodox,1988.0,3.08,46.0,3.93,56.0,0.56,18.0,60.0,0.3
David Teymur,1.7526,155.0,73.0,Southpaw,1989.0,4.69,43.0,3.53,55.0,0.94,33.0,77.0,0.0
Brandon Thatch,1.8796,170.0,74.0,Switch,1985.0,2.7,42.0,3.63,52.0,1.36,66.0,50.0,0.7
Elias Theodorou,1.8542,185.0,75.0,Orthodox,1988.0,4.19,42.0,2.39,53.0,1.27,28.0,59.0,0.0
Din Thomas,1.7526,155.0,72.0,Orthodox,1976.0,1.85,37.0,2.6,59.0,1.38,52.0,76.0,1.2
Paulo Thiago,1.8034,170.0,74.0,Orthodox,1981.0,1.71,39.0,1.99,63.0,1.42,31.0,63.0,1.2
Ryan Thomas,1.8288,170.0,72.0,Orthodox,1984.0,2.01,36.0,4.17,30.0,5.59,33.0,0.0,2.2
Noah Thomas,1.7526,135.0,72.0,Orthodox,1981.0,0.44,13.0,4.99,33.0,0.0,0.0,0.0,1.3
Nick Thompson,1.8542,170.0,74.0,Orthodox,1981.0,1.87,42.0,1.8,49.0,1.06,100.0,35.0,2.6
Stephen Thompson,1.8288,170.0,75.0,Orthodox,1983.0,4.24,43.0,2.8,58.0,0.32,45.0,78.0,0.0
James Thompson,1.9558,265.0,72.0,Orthodox,1978.0,5.13,52.0,3.19,41.0,3.14,36.0,53.0,1.3
Oli Thompson,1.8542,242.0,72.0,Orthodox,1980.0,1.66,46.0,5.31,46.0,0.0,0.0,50.0,0.5
Simeon Thoresen,1.8542,170.0,79.0,Orthodox,1984.0,3.85,43.0,3.85,64.0,1.12,40.0,50.0,1.7
Josh Thomson,1.778,155.0,71.0,Orthodox,1978.0,2.59,47.0,2.12,64.0,1.92,39.0,54.0,1.3
Josh Thornburg,1.8288,170.0,72.0,Orthodox,1984.0,1.2,50.0,3.13,38.0,2.0,66.0,42.0,2.0
Chris Tickle,1.7526,155.0,72.0,Orthodox,1982.0,1.07,40.0,1.13,43.0,1.0,25.0,20.0,2.0
Darren Till,1.8288,185.0,74.0,Southpaw,1992.0,2.27,46.0,2.99,58.0,0.54,41.0,82.0,0.0
Gleison Tibau,1.778,155.0,71.0,Southpaw,1983.0,1.95,31.0,2.51,63.0,4.08,53.0,92.0,0.8
Nolan Ticman,1.6764,125.0,72.0,Orthodox,1988.0,2.57,47.0,2.53,67.0,0.0,0.0,60.0,0.0
Dusko Todorovic,1.8542,185.0,74.0,Orthodox,1994.0,8.04,67.0,5.25,44.0,0.65,6.0,0.0,0.0
Anatoly Tokov,1.778,185.0,72.0,Orthodox,1990.0,3.51,72.0,0.54,66.0,2.03,100.0,100.0,0.0
Hideo Tokoro,1.7018,135.0,72.0,Orthodox,1977.0,1.78,37.0,2.01,65.0,0.87,34.0,44.0,2.3
Ilia Topuria,1.7018,145.0,69.0,Orthodox,1997.0,2.5,45.0,1.87,68.0,4.25,55.0,100.0,4.2
Kazuki Tokudome,1.8034,155.0,73.0,Southpaw,1987.0,2.26,41.0,3.63,53.0,2.0,38.0,78.0,0.0
Anthony Torres,1.7271999999999998,170.0,72.0,Orthodox,1978.0,3.54,48.0,7.52,45.0,0.0,0.0,100.0,2.2
Tyler Toner,1.7271999999999998,145.0,70.0,Orthodox,1983.0,2.95,52.0,2.13,62.0,0.0,0.0,54.0,0.4
Miguel Torres,1.7526,135.0,76.0,Orthodox,1981.0,3.98,43.0,1.86,74.0,0.0,0.0,17.0,1.6
Ronys Torres,1.7018,155.0,72.0,Orthodox,1975.0,0.87,26.0,1.93,57.0,4.0,47.0,16.0,0.5
Alex Torres,1.778,145.0,72.0,Orthodox,1988.0,2.47,37.0,2.73,69.0,2.0,22.0,50.0,0.0
Tecia Torres,1.5494,115.0,60.0,Orthodox,1989.0,4.3,47.0,3.37,62.0,0.68,15.0,56.0,0.1
Desmond Torres,1.6764,135.0,69.0,Orthodox,1997.0,4.8,64.0,11.78,48.0,0.0,0.0,100.0,0.0
Jose Torres,1.6256,125.0,65.0,Orthodox,1992.0,4.37,36.0,9.84,50.0,1.28,33.0,75.0,0.0
Salim Touahri,1.778,170.0,72.0,Orthodox,1989.0,2.6,46.0,2.87,58.0,0.0,0.0,83.0,0.0
Dequan Townsend,1.905,205.0,79.0,Orthodox,1986.0,1.23,34.0,3.92,38.0,0.0,0.0,46.0,0.0
Bryan Travers,1.778,155.0,72.0,Orthodox,1983.0,2.33,48.0,3.93,55.0,2.0,28.0,63.0,0.0
Angelo Trevino,1.8034,170.0,72.0,Switch,1993.0,5.19,54.0,3.9,47.0,0.0,0.0,100.0,0.0
Francisco Trevino,1.7526,155.0,70.0,Orthodox,1981.0,2.65,42.0,2.42,64.0,0.97,22.0,41.0,0.0
Frank Trigg,1.7526,170.0,71.0,Southpaw,1972.0,2.79,46.0,1.9,56.0,2.35,47.0,75.0,0.8
Michael Trizano,1.8034,155.0,71.0,Orthodox,1991.0,3.02,53.0,2.11,63.0,0.4,50.0,80.0,0.8
Antonio Trocoli,1.9558,205.0,82.0,Orthodox,1990.0,1.27,71.0,4.56,25.0,3.8,100.0,100.0,3.8
Francisco Trinaldo,1.7526,155.0,70.0,Southpaw,1978.0,3.11,44.0,2.56,60.0,1.09,46.0,61.0,0.6
Tor Troeng,1.8796,185.0,72.0,Orthodox,1983.0,1.16,46.0,3.26,32.0,0.62,7.0,66.0,0.3
Chris Tuchscherer,1.8796,258.0,76.0,Orthodox,1975.0,1.35,31.0,3.17,47.0,1.19,18.0,0.0,0.6
Gavin Tucker,1.6764,145.0,66.0,Southpaw,1986.0,4.4,45.0,4.29,57.0,3.0,42.0,53.0,1.5
Arman Tsarukyan,1.7018,155.0,72.0,Orthodox,1996.0,3.36,43.0,1.56,59.0,1.33,14.0,76.0,0.0
Abel Trujillo,1.7271999999999998,155.0,70.0,Orthodox,1983.0,2.65,41.0,2.31,59.0,2.18,45.0,40.0,0.4
Jon Tuck,1.8034,155.0,73.0,Orthodox,1984.0,3.0,40.0,3.74,60.0,0.42,33.0,50.0,1.0
Jumabieke Tuerxun,1.7018,135.0,72.0,Orthodox,1986.0,1.6,28.0,3.08,59.0,0.47,11.0,66.0,0.9
Tai Tuivasa,1.8796,264.0,75.0,Southpaw,1993.0,4.2,49.0,3.45,50.0,0.0,0.0,46.0,0.0
Albert Tumenov,1.8034,170.0,73.0,Orthodox,1991.0,3.76,42.0,3.34,58.0,0.2,20.0,75.0,0.0
Jalin Turner,1.905,155.0,77.0,Southpaw,1995.0,6.2,47.0,4.37,45.0,0.71,66.0,78.0,1.8
Zubaira Tukhugov,1.7271999999999998,145.0,68.0,Orthodox,1991.0,2.54,38.0,2.53,63.0,2.54,46.0,100.0,0.0
Wellington Turman,1.8288,185.0,72.0,Orthodox,1996.0,2.75,42.0,3.71,45.0,2.63,35.0,100.0,0.9
Ryuki Ueyama,1.8034,180.0,72.0,Southpaw,1976.0,0.13,21.0,1.4,46.0,0.5,100.0,0.0,1.5
Alberto Uda,1.905,185.0,72.0,Orthodox,1984.0,1.79,52.0,3.49,45.0,2.83,50.0,66.0,0.0
Marcin Tybura,1.905,249.0,78.0,Orthodox,1985.0,3.7,50.0,3.25,56.0,1.62,45.0,82.0,0.1
Tagir Ulanbekov,1.7018,125.0,70.0,Southpaw,1991.0,3.07,37.0,3.13,58.0,5.0,45.0,50.0,0.0
Gasan Umalatov,1.8034,170.0,71.0,Orthodox,1982.0,2.23,39.0,4.1,59.0,0.75,17.0,90.0,0.0
Kengo Ura,1.7526,165.0,72.0,Orthodox,1981.0,1.05,37.0,2.38,48.0,2.85,28.0,50.0,1.4
Hector Urbina,1.8034,170.0,73.0,Orthodox,1987.0,0.97,38.0,2.44,39.0,0.0,0.0,38.0,3.8
Kamaru Usman,1.8288,170.0,76.0,Switch,1987.0,4.5,53.0,2.23,58.0,3.38,47.0,100.0,0.1
Yasuhiro Urushitani,1.651,125.0,72.0,Southpaw,1976.0,3.47,39.0,4.71,65.0,0.0,0.0,80.0,0.0
Caol Uno,1.7018,155.0,70.0,Southpaw,1975.0,1.91,49.0,1.9,50.0,1.95,31.0,37.0,0.5
Richie Vaculik,1.6764,125.0,69.0,Orthodox,1983.0,3.69,46.0,4.09,57.0,3.0,45.0,31.0,1.0
Darren Uyenoyama,1.6764,125.0,65.0,Orthodox,1979.0,1.34,39.0,2.21,66.0,1.42,33.0,35.0,0.7
Charlie Valencia,1.6001999999999998,135.0,64.0,Orthodox,1974.0,2.58,37.0,2.61,77.0,1.4,53.0,75.0,0.5
Timur Valiev,1.6764,145.0,67.0,Orthodox,1990.0,9.45,70.0,3.72,48.0,0.0,0.0,50.0,0.0
Victor Valimaki,1.8288,205.0,72.0,Orthodox,1984.0,3.94,30.0,2.99,67.0,0.9,14.0,0.0,0.0
Mike van Arsdale,1.8796,205.0,72.0,Switch,1965.0,1.52,41.0,1.91,41.0,1.06,14.0,37.0,0.0
Isaac Vallie-Flagg,1.7271999999999998,155.0,70.0,Orthodox,1978.0,5.56,47.0,5.6,45.0,0.2,12.0,58.0,0.0
Brianna Van Buren,1.524,115.0,62.0,Southpaw,1993.0,3.53,41.0,3.23,57.0,2.5,45.0,66.0,0.0
Jared Vanderaa,1.9304,260.0,80.0,Orthodox,1992.0,6.45,51.0,4.77,45.0,4.21,100.0,0.0,0.0
Austin Vanderford,1.8034,170.0,72.0,Orthodox,1990.0,3.9,52.0,5.19,45.0,0.0,0.0,100.0,1.9
Lando Vannata,1.7526,155.0,71.0,Orthodox,1992.0,4.58,44.0,5.1,54.0,1.13,37.0,58.0,0.4
Paige VanZant,1.6256,115.0,65.0,Orthodox,1994.0,3.35,52.0,2.62,42.0,1.27,33.0,34.0,1.0
Kazula Vargas,1.7271999999999998,155.0,71.0,Southpaw,1985.0,1.84,49.0,1.16,54.0,0.79,33.0,25.0,0.0
Linton Vassell,1.9304,205.0,72.0,Orthodox,1983.0,3.39,37.0,2.13,54.0,2.46,50.0,50.0,0.0
Jamie Varner,1.7271999999999998,155.0,71.0,Orthodox,1984.0,2.92,34.0,2.55,58.0,3.49,53.0,66.0,0.8
Manny Vazquez,1.778,125.0,72.0,Orthodox,1993.0,1.47,41.0,2.67,48.0,1.0,33.0,0.0,1.0
Javier Vazquez,1.7018,145.0,69.0,Southpaw,1977.0,2.43,36.0,1.99,72.0,2.56,52.0,57.0,1.5
Matt Veach,1.8034,155.0,72.0,Orthodox,1981.0,1.12,28.0,4.91,44.0,3.64,38.0,100.0,1.5
Kelly Velasco,1.7526,135.0,72.0,Orthodox,1995.0,2.27,35.0,5.67,47.0,0.0,0.0,100.0,0.0
Joe Vedepo,1.8288,185.0,72.0,Orthodox,1984.0,1.43,42.0,5.71,38.0,1.07,20.0,0.0,0.0
Cain Velasquez,1.8542,240.0,77.0,Orthodox,1982.0,6.37,57.0,2.33,57.0,5.13,45.0,85.0,0.4
Luigi Vendramini,1.7271999999999998,170.0,73.0,Orthodox,1996.0,2.26,42.0,2.26,59.0,0.0,0.0,0.0,2.0
Jerrel Venetiaan,1.8542,195.0,72.0,Orthodox,1971.0,0.81,33.0,1.51,67.0,0.0,0.0,60.0,0.0
Karlos Vemola,1.8288,185.0,75.0,Orthodox,1985.0,1.67,44.0,2.13,37.0,1.93,25.0,31.0,1.7
Bojan Velickovic,1.8288,170.0,76.0,Southpaw,1988.0,2.18,34.0,2.31,57.0,0.67,25.0,55.0,0.5
Marlon Vera,1.7271999999999998,135.0,70.0,Switch,1992.0,3.65,49.0,3.95,52.0,0.78,37.0,70.0,1.1
Marvin Vettori,1.8288,185.0,74.0,Southpaw,1993.0,4.78,45.0,3.19,66.0,1.33,45.0,78.0,0.8
Renato Verissimo,1.8542,170.0,72.0,Orthodox,1973.0,0.92,48.0,1.87,47.0,1.46,30.0,50.0,2.5
Brandon Vera,1.905,230.0,78.0,Orthodox,1977.0,3.03,56.0,2.81,52.0,0.7,53.0,59.0,0.2
Guilherme Viana,1.9304,205.0,72.0,Orthodox,1984.0,2.92,40.0,2.72,59.0,1.2,66.0,77.0,0.0
Hugo Viana,1.6764,135.0,67.0,Orthodox,1982.0,3.05,38.0,3.2,57.0,0.22,6.0,50.0,0.0
Polyana Viana,1.651,115.0,67.0,Orthodox,1992.0,3.93,42.0,3.15,55.0,1.22,33.0,66.0,1.6
Reginaldo Vieira,1.7018,135.0,65.0,Orthodox,1982.0,3.76,40.0,2.89,59.0,1.97,27.0,25.0,0.8
Milton Vieira,1.8288,145.0,72.0,Orthodox,1978.0,1.13,35.0,2.36,48.0,2.67,53.0,12.0,0.7
Ketlen Vieira,1.7271999999999998,135.0,68.0,Orthodox,1991.0,3.1,36.0,3.98,56.0,2.02,52.0,92.0,0.6
James Vick,1.905,155.0,76.0,Orthodox,1987.0,4.13,39.0,3.31,60.0,0.26,33.0,57.0,0.7
Steve Vigneault,1.778,185.0,72.0,Orthodox,1978.0,2.19,28.0,5.75,44.0,0.0,0.0,100.0,0.0
Rodolfo Vieira,1.8288,185.0,73.0,Orthodox,1989.0,1.85,46.0,2.18,49.0,6.05,55.0,0.0,2.4
Gian Villante,1.905,230.0,76.0,Orthodox,1985.0,4.39,43.0,5.48,55.0,0.46,23.0,83.0,0.0
Alejandro Villalobos,1.7018,145.0,72.0,Orthodox,1979.0,3.93,46.0,4.07,67.0,1.0,50.0,0.0,0.0
Pablo Villaseca,1.7018,155.0,72.0,Orthodox,1987.0,2.79,42.0,3.25,65.0,2.5,50.0,33.0,0.0
Armando Villarreal,1.7018,135.0,66.0,Southpaw,1989.0,3.23,55.0,4.3,52.0,3.23,25.0,0.0,0.0
Danillo Villefort,1.8542,185.0,72.0,Orthodox,1983.0,2.86,37.0,2.4,68.0,1.71,66.0,33.0,1.7
Marcos Vinicius,1.7526,125.0,72.0,Orthodox,1979.0,1.93,49.0,2.91,47.0,0.0,0.0,25.0,0.5
Joey Villasenor,1.8288,185.0,72.0,Orthodox,1975.0,2.05,38.0,3.26,52.0,0.71,40.0,53.0,1.1
Yuri Villefort,1.8288,170.0,73.0,Orthodox,1991.0,3.18,43.0,5.42,55.0,2.0,35.0,40.0,0.3
Brandon Visher,1.6764,135.0,68.0,Orthodox,1984.0,2.55,45.0,3.76,42.0,0.67,20.0,0.0,0.0
Falaniko Vitale,1.778,185.0,72.0,Orthodox,1974.0,1.88,49.0,3.68,47.0,0.72,33.0,86.0,0.0
Jacob Volkmann,1.7526,155.0,71.0,Southpaw,1980.0,1.19,34.0,1.78,52.0,3.19,48.0,52.0,2.0
Bobby Voelker,1.8288,170.0,74.0,Orthodox,1979.0,4.01,35.0,5.84,42.0,1.04,50.0,66.0,0.0
Alexander Volkov,2.0066,250.0,80.0,Orthodox,1988.0,4.76,58.0,2.53,56.0,0.69,70.0,65.0,0.2
Alexander Volkanovski,1.6764,145.0,71.0,Orthodox,1988.0,6.02,55.0,3.31,60.0,2.09,34.0,72.0,0.3
Jason Von Flue,1.8288,170.0,72.0,Orthodox,1975.0,1.89,36.0,3.23,52.0,0.62,16.0,58.0,1.5
Chase Waldon,1.8542,185.0,75.0,Orthodox,1986.0,1.03,28.0,6.72,38.0,7.76,33.0,0.0,0.0
TJ Waldburger,1.8034,170.0,75.0,Orthodox,1988.0,2.02,51.0,2.39,40.0,3.03,46.0,40.0,4.8
Chris Wade,1.778,155.0,70.0,Orthodox,1987.0,1.7,53.0,1.75,51.0,2.6,51.0,55.0,1.1
Herschel Walker,1.8542,215.0,72.0,Orthodox,1962.0,3.42,67.0,0.45,46.0,1.94,100.0,100.0,0.0
Igor Vovchanchyn,1.7271999999999998,205.0,72.0,Orthodox,1973.0,1.59,49.0,0.97,63.0,1.19,66.0,50.0,0.5
Donny Walker,1.7526,135.0,72.0,Orthodox,1980.0,1.81,37.0,3.85,46.0,0.0,0.0,57.0,1.7
Rodney Wallace,1.7526,205.0,72.0,Switch,1981.0,1.13,46.0,3.44,45.0,6.0,54.0,28.0,1.0
Ben Wall,1.778,155.0,72.0,Orthodox,1989.0,1.47,29.0,8.53,29.0,0.0,0.0,100.0,0.0
Crafton Wallace,1.8288,185.0,72.0,Orthodox,1975.0,1.55,44.0,2.36,47.0,0.0,0.0,42.0,0.0
Johnny Walker,1.9812,205.0,82.0,Orthodox,1992.0,4.41,72.0,3.51,31.0,0.4,100.0,60.0,1.2
