NAME,HEIGHT,WEIGHT,REACH,STANCE,DOB,SLpM,StrAcc,SApM,StrDef,TDAvg,TDAcc,TDDef,SubAvg
Jairzinho Rozenstruik,1.9304,242.0,78.0,Orthodox,1988.0,4.04,51.0,3.1,36.0,0.0,0.0,75.0,0.0
Murilo Rua,1.8034,185.0,72.0,Orthodox,1980.0,2.48,45.0,1.85,53.0,1.97,45.0,37.0,1.2
Gabe Ruediger,1.778,155.0,72.0,Orthodox,1977.0,1.7,31.0,5.16,41.0,2.04,11.0,28.0,0.0
Rodolfo Rubio Perez,1.651,145.0,72.0,Orthodox,1987.0,1.13,36.0,1.0,62.0,2.0,33.0,33.0,0.0
Mauricio Rua,1.8542,205.0,76.0,Orthodox,1981.0,3.57,50.0,2.71,54.0,2.12,48.0,47.0,0.8
Eddie Ruiz,1.7018,155.0,72.0,Orthodox,1967.0,0.2,25.0,1.4,47.0,2.0,12.0,0.0,0.0
Anthony Ruiz,1.8796,205.0,72.0,Orthodox,1977.0,2.56,64.0,1.67,28.0,1.43,31.0,21.0,0.0
Paul Ruiz,1.6764,135.0,72.0,Orthodox,1987.0,1.4,33.0,1.4,75.0,0.0,0.0,100.0,20.9
Mike Russow,1.8542,255.0,73.0,Orthodox,1976.0,1.55,47.0,2.9,59.0,4.66,43.0,0.0,0.7
Yusup Saadulaev,1.6764,135.0,72.0,Orthodox,1985.0,0.57,45.0,0.96,66.0,5.73,60.0,0.0,1.0
Amir Sadollah,1.778,170.0,75.0,Orthodox,1980.0,4.71,46.0,3.55,60.0,0.57,27.0,60.0,0.3
Danny Sabatello,1.778,135.0,71.0,Orthodox,1993.0,2.07,57.0,0.2,25.0,3.0,75.0,100.0,1.0
Jason Saggo,1.8034,155.0,71.0,Orthodox,1985.0,2.5,39.0,2.94,52.0,2.33,40.0,23.0,0.0
Saparbeg Safarov,1.8542,185.0,78.0,Orthodox,1986.0,4.03,48.0,2.96,47.0,2.52,41.0,33.0,0.0
Frankie Saenz,1.6764,135.0,66.0,Orthodox,1980.0,3.94,47.0,3.5,52.0,1.74,31.0,61.0,0.1
Tarec Saffiedine,1.778,170.0,70.0,Switch,1986.0,4.05,47.0,3.06,62.0,0.52,36.0,84.0,0.1
Yukio Sakaguchi,1.7526,185.0,72.0,Orthodox,1973.0,0.3,25.0,2.4,50.0,4.5,100.0,0.0,9.0
Ovince Saint Preux,1.905,205.0,80.0,Southpaw,1983.0,2.68,46.0,3.03,45.0,1.19,40.0,66.0,0.6
Lukasz Sajewski,1.7271999999999998,155.0,71.0,Orthodox,1990.0,2.06,35.0,3.88,57.0,1.01,25.0,66.0,0.0
Augusto Sakai,1.905,265.0,77.0,Orthodox,1991.0,5.32,48.0,4.02,50.0,0.15,50.0,66.0,0.0
Alessio Sakara,1.8288,185.0,72.0,Orthodox,1981.0,3.96,47.0,2.8,59.0,2.18,78.0,62.0,0.0
Gokhan Saki,1.8288,205.0,73.0,Orthodox,1983.0,7.09,58.0,4.57,53.0,0.0,0.0,100.0,0.0
Ryuta Sakurai,1.7018,183.0,72.0,Orthodox,1984.0,1.8,48.0,3.44,58.0,0.52,100.0,36.0,1.6
Hayato Sakurai,1.7018,168.0,72.0,Orthodox,1975.0,2.45,49.0,1.94,59.0,1.87,69.0,56.0,0.3
Justin Salas,1.7271999999999998,155.0,70.0,Southpaw,1982.0,3.42,43.0,2.96,68.0,2.43,20.0,0.0,0.0
Roman Salazar,1.7018,135.0,72.0,Orthodox,1988.0,1.95,39.0,2.89,57.0,1.77,18.0,50.0,0.0
Ivan Salaverry,1.8288,185.0,72.0,Orthodox,1971.0,3.01,47.0,1.19,76.0,0.49,18.0,36.0,2.5
Muslim Salikhov,1.8034,170.0,70.0,Orthodox,1984.0,2.85,46.0,2.29,67.0,0.87,30.0,80.0,0.0
Kazushi Sakuraba,1.8288,185.0,72.0,Southpaw,1969.0,1.26,41.0,2.03,51.0,1.26,31.0,48.0,1.7
Sean Salmon,1.778,185.0,72.0,Southpaw,1977.0,1.49,33.0,2.03,65.0,4.06,50.0,0.0,0.0
Boston Salmon,1.7526,135.0,69.0,Southpaw,1990.0,4.13,37.0,7.75,59.0,0.0,0.0,100.0,0.0
John Salter,1.8542,185.0,74.0,Southpaw,1985.0,1.68,32.0,1.68,68.0,2.85,46.0,66.0,0.5
Josh Samman,1.905,185.0,79.0,Orthodox,1988.0,2.08,52.0,2.47,34.0,1.09,33.0,33.0,0.4
Johnny Sampaio,1.7271999999999998,170.0,72.0,Orthodox,1975.0,1.32,40.0,2.64,50.0,9.89,50.0,0.0,9.9
Josh Sampo,1.6256,125.0,64.0,Orthodox,1984.0,1.99,36.0,2.96,55.0,1.06,33.0,40.0,2.1
Eddie Sanchez,1.8796,230.0,74.0,Orthodox,1982.0,3.45,43.0,3.3,43.0,1.13,26.0,42.0,0.0
Diego Sanchez,1.778,170.0,72.0,Southpaw,1981.0,2.69,37.0,3.02,56.0,1.51,24.0,46.0,0.8
Emmanuel Sanchez,1.7526,145.0,71.0,Orthodox,1990.0,4.45,35.0,4.17,55.0,0.25,6.0,16.0,0.5
Joby Sanchez,1.6764,135.0,68.0,Orthodox,1991.0,3.22,36.0,2.82,63.0,0.95,71.0,51.0,0.4
Andrew Sanchez,1.8542,185.0,74.0,Orthodox,1988.0,4.57,44.0,4.92,50.0,2.16,32.0,100.0,0.0
Robert Sanchez,1.6764,125.0,66.0,Orthodox,1986.0,0.96,40.0,1.78,46.0,3.61,62.0,50.0,0.7
Luke Sanders,1.6764,135.0,67.0,Southpaw,1985.0,6.21,51.0,4.11,53.0,0.31,20.0,66.0,0.3
Jerrod Sanders,1.7271999999999998,135.0,72.0,Orthodox,1979.0,0.88,64.0,1.14,46.0,2.2,33.0,50.0,1.6
Cory Sandhagen,1.8034,135.0,70.0,Switch,1992.0,6.88,48.0,3.89,59.0,1.07,50.0,30.0,0.5
Hector Sandoval,1.5748,125.0,64.0,Orthodox,1986.0,3.31,52.0,2.33,65.0,3.49,25.0,71.0,1.4
Roldan Sangcha'an,1.6256,125.0,72.0,Orthodox,1990.0,2.71,46.0,2.15,51.0,1.94,60.0,68.0,0.0
Duda Santana,1.7018,145.0,73.0,Orthodox,1996.0,6.01,39.0,2.72,73.0,6.44,60.0,0.0,0.0
Shaheen Santana,1.8542,155.0,75.0,Orthodox,1991.0,0.82,42.0,1.65,40.0,0.0,0.0,0.0,2.8
Mike Santiago,1.778,145.0,69.0,Orthodox,1989.0,3.44,49.0,3.58,36.0,2.66,50.0,53.0,1.1
Jorge Santiago,1.8542,170.0,75.0,Orthodox,1980.0,1.69,35.0,2.62,56.0,0.58,30.0,52.0,0.8
Chris Sanford,1.8034,185.0,72.0,Orthodox,1968.0,0.23,50.0,3.22,17.0,0.0,0.0,0.0,3.5
Will Santiago,1.7018,185.0,72.0,Orthodox,1983.0,1.47,39.0,5.53,56.0,1.0,50.0,100.0,0.0
Richie Santiago,1.7018,135.0,67.0,Southpaw,1992.0,3.87,49.0,4.87,42.0,0.0,0.0,25.0,0.0
Iliarde Santos,1.651,125.0,67.0,Orthodox,1980.0,3.0,30.0,6.1,57.0,1.66,23.0,83.0,0.0
Leonardo Santos,1.8288,155.0,75.0,Orthodox,1980.0,2.76,44.0,2.71,60.0,1.09,27.0,88.0,0.4
Evangelista Santos,1.778,170.0,76.0,Orthodox,1977.0,3.94,36.0,6.01,49.0,0.78,100.0,50.0,0.4
Andre Santos,1.8288,170.0,72.0,Orthodox,1984.0,2.77,34.0,4.17,41.0,2.5,29.0,75.0,0.0
Bruno Santos,1.7526,185.0,72.0,Orthodox,1987.0,1.18,46.0,2.27,56.0,3.0,37.0,66.0,0.3
Thiago Santos,1.8796,205.0,76.0,Orthodox,1984.0,4.36,48.0,2.32,55.0,0.77,40.0,64.0,0.1
Marilia Santos,1.6256,125.0,72.0,Orthodox,1992.0,4.4,54.0,4.07,53.0,1.0,100.0,66.0,1.0
Taila Santos,1.6764,125.0,68.0,Orthodox,1993.0,3.52,48.0,2.22,59.0,2.0,80.0,85.0,1.0
Bob Sapp,1.9558,350.0,72.0,Orthodox,1974.0,3.19,55.0,1.88,49.0,0.58,100.0,72.0,0.0
Harris Sarmiento,1.7526,155.0,72.0,Orthodox,1983.0,0.84,25.0,3.46,36.0,2.36,60.0,57.0,0.0
Diego Saraiva,1.6764,155.0,72.0,Orthodox,1982.0,1.64,32.0,3.58,62.0,1.33,40.0,0.0,0.7
Daniel Sarafian,1.7526,185.0,73.0,Orthodox,1982.0,2.23,46.0,3.1,58.0,0.36,7.0,53.0,0.7
Yuki Sasaki,1.8796,185.0,72.0,Orthodox,1976.0,1.09,43.0,1.2,57.0,0.43,100.0,66.0,0.0
Paul Sass,1.8288,155.0,73.0,Orthodox,1988.0,0.53,26.0,1.9,51.0,0.53,16.0,33.0,7.4
Yuta Sasaki,1.778,125.0,71.0,Southpaw,1989.0,2.16,41.0,2.5,50.0,3.03,43.0,41.0,1.2
Masaaki Satake,1.8542,220.0,72.0,Orthodox,1965.0,1.4,35.0,3.76,41.0,0.0,0.0,58.0,0.0
Jeimeson Saudino,1.6764,135.0,72.0,Orthodox,1991.0,0.66,30.0,0.82,84.0,2.47,50.0,0.0,2.5
Takashi Sato,1.778,170.0,73.0,Southpaw,1990.0,3.16,37.0,4.81,50.0,0.53,50.0,75.0,0.0
Chris Saunders,1.7271999999999998,155.0,72.0,Orthodox,1986.0,1.48,22.0,2.96,75.0,3.7,100.0,0.0,0.0
Lumumba Sayers,1.8288,185.0,72.0,Orthodox,1978.0,2.54,41.0,2.37,48.0,7.63,75.0,0.0,2.5
Ben Saunders,1.8796,170.0,77.0,Orthodox,1983.0,3.23,50.0,3.58,51.0,0.2,40.0,66.0,1.3
Matt Sayles,1.7018,145.0,68.0,Orthodox,1994.0,5.44,42.0,3.13,61.0,0.0,0.0,81.0,0.4
Mark Scanlon,1.7526,170.0,72.0,Orthodox,1984.0,2.2,35.0,3.33,48.0,3.0,75.0,25.0,2.0
Eric Schafer,1.905,185.0,76.0,Orthodox,1977.0,1.89,34.0,3.38,56.0,1.81,36.0,50.0,1.8
Eric Schambari,1.8034,185.0,72.0,Orthodox,1978.0,1.43,42.0,1.07,54.0,3.0,42.0,0.0,1.0
Brendan Schaub,1.9304,245.0,78.0,Orthodox,1983.0,2.92,37.0,2.22,57.0,2.32,46.0,72.0,0.4
Fabiano Scherner,1.905,257.0,72.0,Orthodox,1972.0,1.31,31.0,3.2,38.0,1.09,33.0,40.0,0.0
Antonio Schembri,1.7526,205.0,72.0,Orthodox,1974.0,0.72,26.0,2.12,55.0,1.31,40.0,0.0,0.4
Samy Schiavo,1.7271999999999998,155.0,72.0,Orthodox,1975.0,1.68,34.0,2.62,38.0,0.94,50.0,66.0,0.9
Colleen Schneider,1.778,135.0,72.0,Orthodox,1984.0,2.17,48.0,2.5,50.0,2.5,50.0,60.0,0.0
Semmy Schilt,1.8542,265.0,72.0,Orthodox,1973.0,1.2,50.0,1.31,53.0,0.0,0.0,47.0,1.1
Matt Schnell,1.7271999999999998,125.0,70.0,Orthodox,1990.0,3.73,35.0,4.07,60.0,0.64,33.0,53.0,1.6
Alex Schoenauer,1.905,185.0,72.0,Orthodox,1976.0,1.22,40.0,2.27,42.0,0.0,0.0,22.0,4.9
Darrill Schoonover,1.8796,220.0,72.0,Orthodox,1985.0,1.2,33.0,4.35,38.0,0.0,0.0,50.0,1.1
Brian Schwartz,1.905,170.0,72.0,Orthodox,1984.0,1.27,44.0,0.87,45.0,0.0,0.0,50.0,1.0
Justin Scoggins,1.7018,125.0,66.0,Southpaw,1992.0,3.56,51.0,2.16,55.0,3.42,63.0,82.0,0.5
Brad Scott,1.8542,170.0,76.0,Orthodox,1989.0,3.52,41.0,4.31,57.0,0.32,15.0,63.0,0.7
Matt Secor,1.8288,170.0,72.0,Orthodox,1986.0,0.51,20.0,0.81,50.0,3.03,100.0,0.0,3.0
Ray Sefo,1.8288,240.0,72.0,Orthodox,1971.0,0.86,31.0,1.71,72.0,0.0,0.0,66.0,0.0
Neil Seery,1.6256,125.0,64.0,Orthodox,1979.0,3.56,41.0,3.79,58.0,0.78,27.0,53.0,1.6
Brendan Seguin,1.8288,185.0,72.0,Orthodox,1976.0,2.6,45.0,0.6,84.0,5.0,62.0,100.0,0.0
Stefan Sekulic,1.8288,170.0,75.0,Southpaw,1992.0,1.47,37.0,2.4,57.0,1.0,20.0,33.0,0.0
Matthew Semelsberger,1.8542,170.0,72.0,Orthodox,1992.0,7.87,50.0,5.13,57.0,2.0,100.0,100.0,1.0
Andrei Semenov,1.8288,185.0,72.0,Orthodox,1977.0,0.78,15.0,2.44,60.0,1.74,80.0,55.0,0.4
Pete Sell,1.8034,170.0,75.0,Orthodox,1982.0,2.6,42.0,3.65,51.0,0.91,21.0,47.0,0.9
Mackens Semerzier,1.7526,145.0,72.0,Orthodox,1980.0,2.91,45.0,3.48,46.0,2.14,50.0,50.0,2.1
Matt Serra,1.6764,170.0,68.0,Orthodox,1974.0,1.98,39.0,2.64,46.0,2.05,20.0,38.0,0.9
Alex Serdyukov,1.8796,170.0,74.0,Orthodox,1980.0,4.94,48.0,3.1,46.0,1.84,55.0,67.0,1.8
Nick Serra,1.7526,170.0,72.0,Orthodox,1978.0,0.0,0.0,1.73,43.0,1.0,10.0,0.0,2.0
Fredy Serrano,1.6001999999999998,125.0,65.0,Orthodox,1979.0,1.58,26.0,1.89,61.0,2.84,25.0,84.0,0.0
Leon Shahbazyan,1.9304,170.0,74.0,Orthodox,1995.0,6.33,52.0,8.18,32.0,1.46,50.0,0.0,0.0
Scott Shaffer,1.7018,145.0,72.0,Orthodox,1984.0,2.4,67.0,0.53,50.0,0.0,0.0,72.0,3.0
Kamal Shalorus,1.7271999999999998,155.0,68.0,Orthodox,1972.0,3.06,32.0,2.99,70.0,2.07,50.0,80.0,0.0
Ken Shamrock,1.8542,205.0,72.0,Orthodox,1964.0,1.47,46.0,4.3,39.0,0.94,60.0,44.0,2.5
Rosi Sexton,1.6001999999999998,135.0,72.0,Orthodox,1977.0,3.31,39.0,7.42,41.0,0.75,10.0,80.0,0.0
Edmen Shahbazyan,1.8796,185.0,74.0,Orthodox,1997.0,3.85,51.0,4.31,49.0,4.44,40.0,58.0,0.5
Eric Shelton,1.6764,125.0,68.0,Orthodox,1991.0,2.57,42.0,1.88,63.0,2.83,51.0,46.0,0.2
Chase Sherman,1.9304,250.0,78.0,Orthodox,1989.0,6.02,45.0,5.55,52.0,0.0,0.0,77.0,0.0
Frank Shamrock,1.778,185.0,72.0,Orthodox,1972.0,4.75,53.0,4.66,57.0,0.35,50.0,37.0,1.1
Sean Sherk,1.6764,155.0,67.0,Orthodox,1973.0,2.17,35.0,2.71,55.0,4.09,46.0,56.0,0.4
Antonina Shevchenko,1.7271999999999998,125.0,67.0,Southpaw,1984.0,4.09,56.0,2.51,54.0,0.65,60.0,56.0,0.7
Katsuyori Shibata,1.8288,168.0,72.0,Orthodox,1979.0,2.06,35.0,2.4,53.0,0.49,50.0,53.0,0.7
Valentina Shevchenko,1.651,125.0,66.0,Southpaw,1988.0,2.98,50.0,2.03,62.0,2.21,58.0,75.0,0.3
Henrique Shiguemoto,1.8034,185.0,72.0,Orthodox,1989.0,3.6,33.0,6.0,16.0,0.0,0.0,50.0,0.0
Josh Shockley,1.8542,155.0,72.0,Orthodox,1989.0,1.4,33.0,1.75,60.0,0.0,0.0,61.0,0.8
Jake Shields,1.8288,170.0,72.0,Orthodox,1979.0,2.45,36.0,1.8,56.0,2.83,29.0,35.0,1.2
Jack Shore,1.7271999999999998,135.0,71.0,Orthodox,1995.0,3.69,54.0,0.59,76.0,5.16,46.0,0.0,1.5
Josh Shockman,1.9304,235.0,72.0,Southpaw,1980.0,0.87,32.0,0.87,58.0,0.0,0.0,23.0,0.0
Akira Shoji,1.7271999999999998,195.0,72.0,Orthodox,1974.0,1.03,34.0,2.63,53.0,1.79,73.0,82.0,0.4
Sam Sicilia,1.7271999999999998,145.0,67.0,Orthodox,1986.0,2.46,33.0,3.55,59.0,1.45,43.0,70.0,0.9
Siala Siliga,1.8542,290.0,72.0,Orthodox,1970.0,1.08,26.0,1.96,50.0,1.47,50.0,80.0,0.0
Xavier Siller,1.651,125.0,72.0,Orthodox,1994.0,1.02,36.0,1.53,57.0,3.83,100.0,0.0,0.0
Assuerio Silva,1.778,241.0,72.0,Orthodox,1974.0,1.42,46.0,4.2,54.0,2.66,34.0,25.0,1.8
Steven Siler,1.8034,145.0,70.0,Orthodox,1987.0,3.21,41.0,2.96,54.0,0.47,21.0,55.0,1.6
Anderson Silva,1.8796,185.0,77.0,Southpaw,1975.0,3.05,61.0,2.05,60.0,0.5,77.0,69.0,0.8
Paulo Cesar Silva,2.2606,385.0,72.0,Orthodox,1963.0,0.4,15.0,2.72,47.0,0.42,100.0,16.0,0.4
Thiago Silva,1.8796,205.0,74.0,Orthodox,1982.0,3.92,50.0,2.55,67.0,1.03,47.0,70.0,0.7
Sidney Silva,1.905,170.0,72.0,Southpaw,1972.0,2.86,65.0,3.3,34.0,3.3,100.0,0.0,0.0
Antonio Silva,1.9304,264.0,82.0,Orthodox,1979.0,2.89,45.0,3.09,50.0,0.82,29.0,66.0,0.8
Jay Silva,1.8796,185.0,72.0,Southpaw,1984.0,1.13,34.0,3.07,40.0,0.0,0.0,38.0,1.0
Wanderlei Silva,1.8034,205.0,74.0,Orthodox,1976.0,2.79,40.0,2.19,60.0,0.97,53.0,62.0,0.6
Leandro Silva,1.7526,155.0,72.0,Orthodox,1985.0,2.39,48.0,2.08,63.0,1.76,37.0,65.0,0.4
Erick Silva,1.8288,170.0,74.0,Orthodox,1984.0,2.5,48.0,4.18,49.0,0.85,35.0,56.0,1.4
Wagner Silva,1.8288,170.0,72.0,Orthodox,1987.0,1.69,29.0,2.87,65.0,0.0,0.0,58.0,0.0
Rafael Silva,1.7018,135.0,72.0,Orthodox,1985.0,0.67,50.0,0.73,67.0,0.0,0.0,25.0,1.0
Felipe Silva,1.8288,155.0,77.0,Orthodox,1984.0,5.4,50.0,1.8,59.0,1.0,100.0,71.0,0.0
Joaquim Silva,1.7271999999999998,155.0,69.0,Southpaw,1989.0,3.92,37.0,4.43,56.0,0.24,50.0,64.0,0.7
Dayana Silva,1.7018,135.0,72.0,Orthodox,1990.0,6.33,51.0,5.93,57.0,0.0,0.0,42.0,0.0
Bruno Silva,1.6256,125.0,65.0,Orthodox,1990.0,2.6,42.0,3.51,55.0,3.14,30.0,61.0,0.0
Claudio Silva,1.8034,170.0,71.0,Southpaw,1982.0,3.14,42.0,3.12,43.0,3.01,28.0,66.0,1.6
Leonardo Silva de Oliveira,1.8796,185.0,72.0,Orthodox,1992.0,1.07,40.0,0.54,50.0,24.11,50.0,0.0,0.0
Jacob Silva,1.651,125.0,67.0,Orthodox,1988.0,4.17,44.0,4.92,56.0,1.51,100.0,66.0,0.0
Gabriel Silva,1.6764,135.0,71.0,Orthodox,1994.0,1.3,34.0,3.47,45.0,1.5,25.0,38.0,0.5
Aaron Simpson,1.8288,170.0,73.0,Orthodox,1974.0,3.6,52.0,2.53,56.0,3.78,34.0,83.0,0.5
Ricky Simon,1.6764,135.0,69.0,Orthodox,1992.0,3.21,41.0,3.68,63.0,6.61,51.0,72.0,0.2
Wes Sims,1.8542,260.0,72.0,Orthodox,1979.0,0.98,51.0,2.95,37.0,0.0,0.0,40.0,2.3
Elias Silverio,1.8034,155.0,73.0,Orthodox,1986.0,3.67,49.0,2.97,51.0,1.62,38.0,85.0,0.2
Jamey Simmons,1.6764,145.0,70.0,Orthodox,1992.0,0.52,50.0,2.08,50.0,0.0,0.0,100.0,0.0
Everett Sims,1.9558,260.0,77.0,Southpaw,1988.0,0.81,66.0,2.19,30.0,0.0,0.0,42.0,1.2
Tony Sims,1.8034,155.0,70.0,Southpaw,1985.0,1.81,63.0,0.76,65.0,0.71,50.0,50.0,0.7
Douglas Silva de Andrade,1.7018,145.0,68.0,Orthodox,1985.0,3.96,38.0,4.43,58.0,0.65,50.0,65.0,0.0
Lodune Sincaid,1.7526,185.0,72.0,Orthodox,1973.0,2.72,42.0,6.17,57.0,0.0,0.0,75.0,0.0
Rory Singer,1.8796,185.0,77.0,Orthodox,1976.0,2.55,39.0,2.42,63.0,0.39,25.0,64.0,0.8
Mitchell Sipe,1.8796,245.0,72.0,Orthodox,1996.0,5.5,56.0,9.98,46.0,1.53,20.0,0.0,0.0
Elvis Sinosic,1.905,205.0,77.0,Orthodox,1971.0,1.13,37.0,4.6,53.0,0.0,0.0,0.0,1.2
Chas Skelly,1.8034,145.0,72.0,Orthodox,1985.0,2.02,40.0,3.35,48.0,1.71,34.0,33.0,2.4
Zach Skinner,1.6764,145.0,72.0,Orthodox,1984.0,0.53,50.0,2.4,32.0,5.0,27.0,100.0,1.0
Dennis Siver,1.6764,145.0,70.0,Orthodox,1979.0,3.87,32.0,2.67,65.0,0.87,32.0,65.0,0.3
Kestutis Smirnovas,1.778,200.0,72.0,Orthodox,1984.0,4.95,52.0,5.05,54.0,1.55,50.0,100.0,1.6
Brian Sleeman,1.7271999999999998,185.0,72.0,Orthodox,1984.0,4.0,48.0,1.85,70.0,9.23,100.0,100.0,0.0
Maurice Smith,1.8796,221.0,72.0,Orthodox,1961.0,0.41,46.0,0.47,60.0,0.89,50.0,20.0,0.9
Josh Smith,1.8288,155.0,72.0,Orthodox,1982.0,0.73,28.0,1.4,54.0,0.0,0.0,57.0,2.0
Scott Smith,1.8288,185.0,70.0,Orthodox,1979.0,1.9,27.0,5.87,50.0,0.12,6.0,58.0,0.5
Anthony Smith,1.9304,205.0,76.0,Orthodox,1988.0,2.94,46.0,4.38,42.0,0.49,28.0,51.0,0.7
Trevor Smith,1.905,185.0,75.0,Orthodox,1981.0,3.29,55.0,3.31,51.0,1.7,32.0,60.0,0.7
Gilbert Smith,1.7526,185.0,72.0,Southpaw,1981.0,1.09,41.0,2.73,35.0,3.51,60.0,0.0,1.2
Colton Smith,1.8288,155.0,71.0,Orthodox,1987.0,1.64,41.0,2.3,51.0,4.09,36.0,25.0,1.4
Cole Smith,1.8034,135.0,67.0,Orthodox,1989.0,1.78,35.0,1.96,49.0,1.67,33.0,45.0,1.7
Devonte Smith,1.7526,155.0,76.0,Orthodox,1993.0,6.88,56.0,3.65,59.0,0.0,0.0,100.0,0.0
Leslie Smith,1.7526,135.0,66.0,Orthodox,1982.0,7.56,40.0,8.41,51.0,0.0,0.0,62.0,0.0
Walter Smith-Cotito,1.7271999999999998,135.0,72.0,Orthodox,1984.0,2.95,36.0,3.53,68.0,2.16,33.0,57.0,0.0
Nate Smith,1.6764,125.0,69.0,Switch,1995.0,1.28,38.0,2.04,35.0,0.0,0.0,33.0,2.3
Dmitrii Smoliakov,1.8796,253.0,74.0,Switch,1982.0,1.44,42.0,3.81,55.0,0.0,0.0,75.0,0.0
Louis Smolka,1.7526,135.0,68.0,Orthodox,1991.0,4.44,46.0,3.74,53.0,1.84,37.0,31.0,1.9
Richie Smullen,1.7526,155.0,68.0,Orthodox,1991.0,1.98,77.0,2.26,65.0,8.49,66.0,0.0,0.0
Devin Smyth,1.778,170.0,72.0,Switch,1995.0,2.6,68.0,6.73,25.0,4.0,26.0,100.0,0.0
Rameau Thierry Sokoudjou,1.778,205.0,78.0,Orthodox,1984.0,2.26,45.0,2.61,56.0,1.93,47.0,78.0,0.9
Renato Sobral,1.8542,205.0,75.0,Orthodox,1975.0,2.23,45.0,1.53,57.0,2.48,42.0,65.0,2.6
Joe Solecki,1.7526,155.0,70.0,Orthodox,1993.0,3.62,74.0,0.93,51.0,3.31,62.0,0.0,1.3
Peter Sobotta,1.8288,170.0,75.0,Southpaw,1987.0,2.14,40.0,2.9,58.0,1.53,32.0,77.0,0.5
Song Kenan,1.8288,170.0,71.0,Orthodox,1990.0,4.3,45.0,4.2,56.0,0.0,0.0,45.0,0.0
Jin Soo Son,1.6764,135.0,69.0,Orthodox,1993.0,5.1,36.0,7.63,52.0,1.5,25.0,100.0,0.0
Emiliano Sordi,1.8796,205.0,72.0,Orthodox,1991.0,4.79,50.0,4.79,48.0,0.0,0.0,100.0,8.3
Punahele Soriano,1.8034,185.0,72.0,Southpaw,1992.0,3.99,42.0,2.41,46.0,3.28,80.0,0.0,0.0
Chael Sonnen,1.8542,205.0,73.0,Southpaw,1977.0,3.08,43.0,1.1,62.0,3.81,59.0,66.0,0.4
Dmitry Sosnovskiy,1.905,240.0,77.0,Orthodox,1989.0,2.95,70.0,2.53,35.0,3.16,66.0,100.0,3.2
Sean Soriano,1.7526,145.0,72.0,Orthodox,1989.0,3.15,61.0,2.31,52.0,1.27,42.0,55.0,0.0
Krzysztof Soszynski,1.8542,205.0,77.0,Open Stance,1977.0,3.37,39.0,3.13,58.0,0.52,25.0,71.0,1.0
Alex Soto,1.7271999999999998,135.0,72.0,Southpaw,1984.0,2.95,25.0,5.02,59.0,2.82,30.0,0.0,0.0
George Sotiropoulos,1.778,155.0,71.0,Orthodox,1977.0,2.61,27.0,2.52,67.0,2.32,31.0,53.0,1.6
Joe Soto,1.6764,135.0,65.0,Orthodox,1987.0,3.36,41.0,5.37,67.0,0.85,21.0,70.0,1.9
Greg Soto,1.8034,170.0,73.0,Orthodox,1986.0,3.21,63.0,2.61,52.0,1.49,27.0,44.0,1.0
Andre Soukhamthath,1.7526,135.0,70.0,Orthodox,1988.0,2.77,44.0,4.31,49.0,1.25,53.0,58.0,0.2
Mario Souza,1.905,185.0,79.0,Orthodox,1996.0,3.4,60.0,0.93,54.0,0.0,0.0,0.0,1.0
Edimilson Souza,1.8288,145.0,74.0,Orthodox,1984.0,4.65,44.0,2.91,58.0,0.0,0.0,50.0,0.0
Livinha Souza,1.6001999999999998,115.0,63.0,Orthodox,1991.0,2.2,46.0,3.02,65.0,2.59,44.0,40.0,1.3
Jacare Souza,1.8542,185.0,72.0,Orthodox,1979.0,2.53,46.0,2.85,62.0,2.55,39.0,60.0,1.4
Chris Spang,1.8796,170.0,72.0,Orthodox,1987.0,1.83,36.0,1.95,60.0,0.0,0.0,50.0,0.9
Bobby Southworth,1.8796,205.0,72.0,Orthodox,1969.0,0.99,39.0,1.38,65.0,3.98,78.0,64.0,1.3
Tommy Speer,1.778,170.0,71.0,Orthodox,1984.0,2.56,51.0,5.12,35.0,2.02,33.0,33.0,0.0
Ryan Spann,1.9558,205.0,79.0,Orthodox,1991.0,3.27,44.0,3.43,46.0,1.76,41.0,60.0,1.8
Felicia Spencer,1.6764,145.0,68.0,Orthodox,1990.0,3.02,45.0,5.57,43.0,0.64,10.0,14.0,0.3
Sean Spencer,1.778,170.0,74.0,Orthodox,1987.0,4.24,32.0,4.02,60.0,0.14,33.0,68.0,0.0
Sam Spengler,1.8034,185.0,72.0,Orthodox,1984.0,3.27,62.0,3.27,54.0,1.75,11.0,75.0,1.8
Daniel Spitz,2.0066,245.0,82.0,Orthodox,1990.0,2.6,35.0,5.3,46.0,0.74,66.0,0.0,0.0
Eric Spicely,1.8542,185.0,73.0,Orthodox,1986.0,3.71,45.0,5.72,55.0,1.31,20.0,75.0,1.0
Mario Sperry,1.8796,205.0,72.0,Orthodox,1966.0,2.81,52.0,1.53,47.0,2.09,42.0,71.0,1.4
Georges St-Pierre,1.8034,185.0,76.0,Orthodox,1981.0,3.78,53.0,1.4,72.0,4.16,74.0,83.0,1.1
Serghei Spivac,1.905,260.0,78.0,Orthodox,1995.0,3.15,44.0,3.2,59.0,3.46,56.0,75.0,0.4
Austin Springer,1.7271999999999998,145.0,71.0,Orthodox,1987.0,3.54,57.0,3.15,41.0,3.37,40.0,100.0,0.8
Daniel Spohn,1.9304,205.0,79.0,Southpaw,1984.0,2.42,49.0,1.6,53.0,0.0,0.0,28.0,2.5
